LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [CONTROLLER] 567993710975 | stability_controller | [1.2174238281249998,0.6462057441749479,14.690707441630666]
robot_main , [MAIN_LOOP] 567993711026 | robot_frequency | [216.26537905083205,66,215.76281385292276]
robot_main , [CONTROLLER] 567993711026 | speed_controller | [0.0,7.884765625,1.2956826171875]
robot_main , [CONTROLLER] 567993711026 | stability_controller | [1.2956826171875,0.6677174416550589,24.32347614848222]
robot_main , [MAIN_LOOP] 567993711078 | robot_frequency | [216.1958173579354,77,215.76281385292276]
robot_main , [CONTROLLER] 567993711078 | speed_controller | [0.0,8.609375,1.3416953125]
robot_main , [CONTROLLER] 567993711078 | stability_controller | [1.3416953125,0.7070796210302209,10.546336104159241]
robot_main , [MAIN_LOOP] 567993711128 | robot_frequency | [216.02408530355433,88,215.76281385292276]
robot_main , [CONTROLLER] 567993711128 | speed_controller | [0.0,8.74609375,1.350376953125]
robot_main , [CONTROLLER] 567993711128 | stability_controller | [1.350376953125,0.7612287644357977,5.973990471799503]
robot_main , [MAIN_LOOP] 567993711179 | robot_frequency | [216.14514484769296,99,215.76281385292276]
robot_main , [CONTROLLER] 567993711179 | speed_controller | [0.0,8.53515625,1.336982421875]
robot_main , [CONTROLLER] 567993711179 | stability_controller | [1.336982421875,0.8039243374047546,-7.971048567232861]
robot_main , [MAIN_LOOP] 567993711230 | robot_frequency | [216.59043482668312,9,216.1038310839387]
robot_main , [CONTROLLER] 567993711230 | speed_controller | [0.0,8.91015625,1.360794921875]
robot_main , [CONTROLLER] 567993711230 | stability_controller | [1.360794921875,0.8186226393145505,18.21940825381438]
robot_main , [MAIN_LOOP] 567993711281 | robot_frequency | [216.85930253762558,20,216.1038310839387]
robot_main , [CONTROLLER] 567993711281 | speed_controller | [0.0,9.69921875,1.410900390625]
robot_main , [CONTROLLER] 567993711281 | stability_controller | [1.410900390625,0.8322227738186838,16.02949999072805]
robot_main , [MAIN_LOOP] 567993711331 | robot_frequency | [216.89029310019998,31,216.1038310839387]
robot_main , [CONTROLLER] 567993711331 | speed_controller | [0.0,10.1640625,1.4404179687499998]
robot_main , [CONTROLLER] 567993711331 | stability_controller | [1.4404179687499998,0.8902347129454823,-17.64513509796749]
robot_main , [MAIN_LOOP] 567993711382 | robot_frequency | [216.87416905843043,42,216.1038310839387]
robot_main , [CONTROLLER] 567993711382 | speed_controller | [0.0,9.80859375,1.4178457031249998]
robot_main , [CONTROLLER] 567993711382 | stability_controller | [1.4178457031249998,0.9352675517127857,-11.876424172883878]
robot_main , [MAIN_LOOP] 567993711433 | robot_frequency | [216.85305767945152,53,216.1038310839387]
robot_main , [CONTROLLER] 567993711433 | speed_controller | [0.0,9.703125,1.4111484375]
robot_main , [CONTROLLER] 567993711433 | stability_controller | [1.4111484375,0.9596409618234889,12.802216337579598]
robot_main , [MAIN_LOOP] 567993711484 | robot_frequency | [216.5113086122555,64,216.1038310839387]
robot_main , [CONTROLLER] 567993711484 | speed_controller | [0.0,10.76171875,1.478369140625]
robot_main , [CONTROLLER] 567993711484 | stability_controller | [1.478369140625,0.9734270925421014,10.461644941625641]
robot_main , [MAIN_LOOP] 567993711535 | robot_frequency | [216.47992184844995,75,216.1038310839387]
robot_main , [CONTROLLER] 567993711535 | speed_controller | [0.0,10.51171875,1.462494140625]
robot_main , [CONTROLLER] 567993711535 | stability_controller | [1.462494140625,1.0353756322021372,-1.2308744555985607]
robot_main , [MAIN_LOOP] 567993711586 | robot_frequency | [216.13702118857216,86,216.1038310839387]
robot_main , [CONTROLLER] 567993711586 | speed_controller | [0.0,9.94140625,1.426279296875]
robot_main , [CONTROLLER] 567993711586 | stability_controller | [1.426279296875,1.0420809268035345,11.034301577565744]
robot_main , [MAIN_LOOP] 567993711637 | robot_frequency | [216.14919716944638,97,216.1038310839387]
robot_main , [CONTROLLER] 567993711637 | speed_controller | [0.0,10.11328125,1.437193359375]
robot_main , [CONTROLLER] 567993711637 | stability_controller | [1.437193359375,1.068498834457388,-9.568382171098323]
robot_main , [MAIN_LOOP] 567993711689 | robot_frequency | [214.49182711649013,7,216.1053389706458]
robot_main , [CONTROLLER] 567993711689 | speed_controller | [0.0,10.49609375,1.461501953125]
robot_main , [CONTROLLER] 567993711689 | stability_controller | [1.461501953125,1.0854448689704435,-17.321833655360507]
robot_main , [MAIN_LOOP] 567993711739 | robot_frequency | [215.88749466057445,18,216.1053389706458]
robot_main , [CONTROLLER] 567993711739 | speed_controller | [0.0,10.88671875,1.486306640625]
robot_main , [CONTROLLER] 567993711739 | stability_controller | [1.486306640625,1.0975057757540532,-7.6404498563135785]
robot_main , [MAIN_LOOP] 567993711790 | robot_frequency | [215.68694402707092,29,216.1053389706458]
robot_main , [CONTROLLER] 567993711790 | speed_controller | [0.0,10.17578125,1.441162109375]
robot_main , [CONTROLLER] 567993711790 | stability_controller | [1.441162109375,1.1285003706837342,-6.0295257134593365]
robot_main , [MAIN_LOOP] 567993711841 | robot_frequency | [215.76534811019846,40,216.1053389706458]
robot_main , [CONTROLLER] 567993711841 | speed_controller | [0.0,9.80078125,1.417349609375]
robot_main , [CONTROLLER] 567993711841 | stability_controller | [1.417349609375,1.1582120357344172,-1.9960395352160125]
robot_main , [MAIN_LOOP] 567993711892 | robot_frequency | [215.59660471295234,51,216.1053389706458]
robot_main , [CONTROLLER] 567993711892 | speed_controller | [0.0,9.02734375,1.368236328125]
robot_main , [CONTROLLER] 567993711892 | stability_controller | [1.368236328125,1.191939113902449,-8.823127829633187]
robot_main , [MAIN_LOOP] 567993711943 | robot_frequency | [215.83432732550713,62,216.1053389706458]
robot_main , [CONTROLLER] 567993711943 | speed_controller | [0.0,8.98828125,1.365755859375]
robot_main , [CONTROLLER] 567993711943 | stability_controller | [1.365755859375,1.151966791448939,30.92296638852573]
robot_main , [MAIN_LOOP] 567993711994 | robot_frequency | [215.81514115587194,73,216.1053389706458]
robot_main , [CONTROLLER] 567993711994 | speed_controller | [0.0,9.82421875,1.4188378906249999]
robot_main , [CONTROLLER] 567993711994 | stability_controller | [1.4188378906249999,1.1747157737084373,2.7950479658322136]
robot_main , [MAIN_LOOP] 567993712045 | robot_frequency | [215.64570607917054,84,216.1053389706458]
robot_main , [CONTROLLER] 567993712045 | speed_controller | [0.0,9.03125,1.368484375]
robot_main , [CONTROLLER] 567993712045 | stability_controller | [1.368484375,1.2055543532627375,2.1619447664299027]
robot_main , [MAIN_LOOP] 567993712097 | robot_frequency | [215.70022283685657,95,216.1053389706458]
robot_main , [CONTROLLER] 567993712097 | speed_controller | [0.0,7.9765625,1.30151171875]
robot_main , [CONTROLLER] 567993712097 | stability_controller | [1.30151171875,1.2298548629864037,-34.02670221063622]
robot_main , [MAIN_LOOP] 567993712147 | robot_frequency | [216.63062232398488,5,215.63564551388637]
robot_main , [CONTROLLER] 567993712147 | speed_controller | [0.0,7.732421875,1.2860087890625]
robot_main , [CONTROLLER] 567993712147 | stability_controller | [1.2860087890625,1.2047075730961743,10.544160400428204]
robot_main , [MAIN_LOOP] 567993712198 | robot_frequency | [216.2810360124948,16,215.63564551388637]
robot_main , [CONTROLLER] 567993712198 | speed_controller | [0.0,8.36328125,1.3260683593749998]
robot_main , [CONTROLLER] 567993712198 | stability_controller | [1.3260683593749998,1.1980569991111027,1.9674715558959626]
robot_main , [MAIN_LOOP] 567993712249 | robot_frequency | [216.71459430899952,27,215.63564551388637]
robot_main , [CONTROLLER] 567993712249 | speed_controller | [0.0,8.54296875,1.337478515625]
robot_main , [CONTROLLER] 567993712249 | stability_controller | [1.337478515625,1.227324726433538,2.0508728965995697]
robot_main , [MAIN_LOOP] 567993712300 | robot_frequency | [216.15843470453723,38,215.63564551388637]
robot_main , [CONTROLLER] 567993712300 | speed_controller | [0.0,7.369140625,1.2629404296875]
robot_main , [CONTROLLER] 567993712300 | stability_controller | [1.2629404296875,1.254091531572243,-9.561351743403932]
robot_main , [MAIN_LOOP] 567993712351 | robot_frequency | [216.26058124462443,49,215.63564551388637]
robot_main , [CONTROLLER] 567993712351 | speed_controller | [0.0,7.400390625,1.2649248046875]
robot_main , [CONTROLLER] 567993712351 | stability_controller | [1.2649248046875,1.2292233068241663,-2.7668369302084694]
robot_main , [MAIN_LOOP] 567993712402 | robot_frequency | [216.3781348158562,60,215.63564551388637]
robot_main , [CONTROLLER] 567993712402 | speed_controller | [0.0,6.947265625,1.2361513671875]
robot_main , [CONTROLLER] 567993712402 | stability_controller | [1.2361513671875,1.251061481485335,-17.598980232305603]
robot_main , [MAIN_LOOP] 567993712452 | robot_frequency | [216.47924614867108,71,215.63564551388637]
robot_main , [CONTROLLER] 567993712452 | speed_controller | [0.0,6.619140625,1.2153154296875]
robot_main , [CONTROLLER] 567993712452 | stability_controller | [1.2153154296875,1.2316123401088146,9.982518332253184]
robot_main , [MAIN_LOOP] 567993712503 | robot_frequency | [216.53923324545318,82,215.63564551388637]
robot_main , [CONTROLLER] 567993712503 | speed_controller | [0.0,6.626953125,1.2158115234375]
robot_main , [CONTROLLER] 567993712503 | stability_controller | [1.2158115234375,1.2236432122023868,-1.1972902015570601]
robot_main , [MAIN_LOOP] 567993712554 | robot_frequency | [216.5293982079738,93,215.63564551388637]
robot_main , [CONTROLLER] 567993712554 | speed_controller | [0.0,6.462890625,1.2053935546874999]
robot_main , [CONTROLLER] 567993712554 | stability_controller | [1.2053935546874999,1.2284507655551966,-15.421267117811265]
robot_main , [MAIN_LOOP] 567993712605 | robot_frequency | [214.77335078594538,3,216.2741183320404]
robot_main , [CONTROLLER] 567993712605 | speed_controller | [0.0,5.826171875,1.1649619140624998]
robot_main , [CONTROLLER] 567993712605 | stability_controller | [1.1649619140624998,1.2382900973371853,-3.1229666941874705]
robot_main , [MAIN_LOOP] 567993712656 | robot_frequency | [216.19414929552585,14,216.2741183320404]
robot_main , [CONTROLLER] 567993712656 | speed_controller | [0.0,5.19140625,1.124654296875]
robot_main , [CONTROLLER] 567993712656 | stability_controller | [1.124654296875,1.2326287614509457,-2.665923725381169]
robot_main , [MAIN_LOOP] 567993712707 | robot_frequency | [216.11441801412695,25,216.2741183320404]
robot_main , [CONTROLLER] 567993712707 | speed_controller | [0.0,5.0625,1.11646875]
robot_main , [CONTROLLER] 567993712707 | stability_controller | [1.11646875,1.2089789744402086,5.098286030958297]
robot_main , [MAIN_LOOP] 567993712758 | robot_frequency | [216.35370419304616,36,216.2741183320404]
robot_main , [CONTROLLER] 567993712758 | speed_controller | [0.0,5.361328125,1.1354443359375]
robot_main , [CONTROLLER] 567993712758 | stability_controller | [1.1354443359375,1.198793630496494,-3.719804828596094]
robot_main , [MAIN_LOOP] 567993712809 | robot_frequency | [216.33001550234172,47,216.2741183320404]
robot_main , [CONTROLLER] 567993712809 | speed_controller | [0.0,4.65625,1.090671875]
robot_main , [CONTROLLER] 567993712809 | stability_controller | [1.090671875,1.2276996948106977,-23.545302431830187]
robot_main , [MAIN_LOOP] 567993712860 | robot_frequency | [216.3463031345806,58,216.2741183320404]
robot_main , [CONTROLLER] 567993712860 | speed_controller | [0.0,3.4541015625,1.01433544921875]
robot_main , [CONTROLLER] 567993712860 | stability_controller | [1.01433544921875,1.2246946824849407,-4.473247550955773]
robot_main , [MAIN_LOOP] 567993712911 | robot_frequency | [216.24777962304015,69,216.2741183320404]
robot_main , [CONTROLLER] 567993712911 | speed_controller | [0.0,3.7392578125,1.0324428710937499]
robot_main , [CONTROLLER] 567993712911 | stability_controller | [1.0324428710937499,1.1718829284331505,25.045595855410337]
robot_main , [MAIN_LOOP] 567993712961 | robot_frequency | [216.32290037945336,80,216.2741183320404]
robot_main , [CONTROLLER] 567993712961 | speed_controller | [0.0,4.13671875,1.0576816406249998]
robot_main , [CONTROLLER] 567993712961 | stability_controller | [1.0576816406249998,1.1737470827695184,-5.985016243237698]
robot_main , [MAIN_LOOP] 567993713013 | robot_frequency | [216.16401235487072,91,216.2741183320404]
robot_main , [CONTROLLER] 567993713013 | speed_controller | [0.0,3.2958984375,1.00428955078125]
robot_main , [CONTROLLER] 567993713013 | stability_controller | [1.00428955078125,1.1828252558263503,-23.142305027893904]
robot_main , [MAIN_LOOP] 567993713063 | robot_frequency | [217.35784977049008,1,216.25204545063414]
robot_main , [CONTROLLER] 567993713063 | speed_controller | [0.0,2.7568359375,0.9700590820312499]
robot_main , [CONTROLLER] 567993713063 | stability_controller | [0.9700590820312499,1.163002922968,-1.4551958208133555]
robot_main , [MAIN_LOOP] 567993713115 | robot_frequency | [214.40018375297484,12,216.25204545063414]
robot_main , [CONTROLLER] 567993713115 | speed_controller | [0.0,2.8408203125,0.9753920898437499]
robot_main , [CONTROLLER] 567993713115 | stability_controller | [0.9753920898437499,1.135465797318727,-1.230329500595839]
robot_main , [MAIN_LOOP] 567993713166 | robot_frequency | [215.12706090100127,23,216.25204545063414]
robot_main , [CONTROLLER] 567993713166 | speed_controller | [0.0,2.5927734375,0.9596411132812499]
robot_main , [CONTROLLER] 567993713166 | stability_controller | [0.9596411132812499,1.1369346542830119,-15.904325915598623]
robot_main , [MAIN_LOOP] 567993713216 | robot_frequency | [215.74611154020477,34,216.25204545063414]
robot_main , [CONTROLLER] 567993713216 | speed_controller | [0.0,2.2431640625,0.93744091796875]
robot_main , [CONTROLLER] 567993713216 | stability_controller | [0.93744091796875,1.1212963964037637,-3.1665439454359032]
robot_main , [MAIN_LOOP] 567993713267 | robot_frequency | [215.67666962628115,45,216.25204545063414]
robot_main , [CONTROLLER] 567993713267 | speed_controller | [0.0,1.72314453125,0.9044196777343749]
robot_main , [CONTROLLER] 567993713267 | stability_controller | [0.9044196777343749,1.1250056014434429,-8.770264412117132]
robot_main , [MAIN_LOOP] 567993713318 | robot_frequency | [215.75486489394842,56,216.25204545063414]
robot_main , [CONTROLLER] 567993713318 | speed_controller | [0.0,1.15625,0.8684218749999999]
robot_main , [CONTROLLER] 567993713318 | stability_controller | [0.8684218749999999,1.0970681818886872,-1.3431498516395886]
robot_main , [MAIN_LOOP] 567993713369 | robot_frequency | [215.8742981053671,67,216.25204545063414]
robot_main , [CONTROLLER] 567993713369 | speed_controller | [0.0,1.27685546875,0.8760803222656249]
robot_main , [CONTROLLER] 567993713369 | stability_controller | [0.8760803222656249,1.0695311958527316,6.27488737601152]
robot_main , [MAIN_LOOP] 567993713420 | robot_frequency | [215.76718587529882,78,216.25204545063414]
robot_main , [CONTROLLER] 567993713420 | speed_controller | [0.0,1.05712890625,0.8621276855468749]
robot_main , [CONTROLLER] 567993713420 | stability_controller | [0.8621276855468749,1.0707665963192239,-8.896464948694414]
robot_main , [MAIN_LOOP] 567993713471 | robot_frequency | [215.7272917254498,89,216.25204545063414]
robot_main , [CONTROLLER] 567993713471 | speed_controller | [0.0,0.1551513671875,0.8048521118164061]
robot_main , [CONTROLLER] 567993713471 | stability_controller | [0.8048521118164061,1.069823243562399,-13.143389897306818]
robot_main , [MAIN_LOOP] 567993713522 | robot_frequency | [215.74390774496743,100,216.25204545063414]
robot_main , [CONTROLLER] 567993713522 | speed_controller | [0.0,0.113372802734375,0.8021991729736327]
robot_main , [CONTROLLER] 567993713522 | stability_controller | [0.8021991729736327,1.0271096854220687,7.2600575455536]
robot_main , [MAIN_LOOP] 567993713573 | robot_frequency | [216.3391620710917,10,215.74390774496743]
robot_main , [CONTROLLER] 567993713573 | speed_controller | [0.0,0.048675537109375,0.7980908966064453]
